"species","life_form","n_bio_5","mean_bio_5","sd_bio_5","se_bio_5","within_sp_var_bio_5"
"Chorispora bungeana","perennial",31,5.681729,0.026094,0.004687,5e-06
"Chorispora macropoda","perennial",25,5.668835,0.015403,0.003081,6e-06
"Chorispora persica","annual",2,5.721783,0.003704,0.002619,8.1e-05
"Chorispora purpurascens","annual",5,5.723161,0.012671,0.005667,3.2e-05
"Chorispora sabulosa","perennial",23,5.665462,0.024709,0.005152,7e-06
"Chorispora sibirica","annual",NA,NA,NA,NA,NA
"Chorispora songarica","perennial",1,5.648798,NA,NA,0.000162
"Chorispora tashkorganica","annual",NA,NA,NA,NA,NA
"Chorispora tenella","annual",135,5.706215,0.014119,0.001215,1e-06
"Diptychocarpus strictus","annual",16,5.728926,0.012846,0.003212,1e-05
"Litwinowia tenuissima","annual",NA,NA,NA,NA,NA
"Parrya ajanensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Parrya alba","perennial",NA,NA,NA,NA,NA
"Parrya albida","perennial",NA,NA,NA,NA,NA
"Parrya angrenica","no_life_form_on_database",NA,NA,NA,NA,NA
"Parrya arctica","perennial",87,5.644482,0.012512,0.001341,2e-06
"Parrya asperrima","perennial",NA,NA,NA,NA,NA
"Parrya australis","perennial",1,5.721131,NA,NA,0.000162
"Parrya darvazica","perennial",NA,NA,NA,NA,NA
"Parrya fruticulosa","perennial",NA,NA,NA,NA,NA
"Parrya glabra","perennial",NA,NA,NA,NA,NA
"Parrya kuramensis","perennial",NA,NA,NA,NA,NA
"Parrya lancifolia","perennial",NA,NA,NA,NA,NA
"Parrya longicarpa","perennial",NA,NA,NA,NA,NA
"Parrya maidantalica","perennial",1,5.662092,NA,NA,0.000162
"Parrya minjanensis","perennial",NA,NA,NA,NA,NA
"Parrya nauruaq","perennial",4,5.654139,0.006326,0.003163,4e-05
"Parrya nudicaulis","perennial",51,5.661038,0.017253,0.002416,3e-06
"Parrya nuratensis","perennial",NA,NA,NA,NA,NA
"Parrya papillosa","annual",NA,NA,NA,NA,NA
"Parrya pavlovii","perennial",1,5.71785,NA,NA,0.000162
"Parrya pazijae","perennial",NA,NA,NA,NA,NA
"Parrya pinnatifida","perennial",NA,NA,NA,NA,NA
"Parrya podlechii","perennial",NA,NA,NA,NA,NA
"Parrya popovii","perennial",NA,NA,NA,NA,NA
"Parrya pulvinata","perennial",NA,NA,NA,NA,NA
"Parrya runcinata","perennial",NA,NA,NA,NA,NA
"Parrya rydbergii","perennial",4,5.675034,0.003839,0.00192,4e-05
"Parrya saurica","perennial",1,5.664175,NA,NA,0.000162
"Parrya saxifraga","perennial",NA,NA,NA,NA,NA
"Parrya schugnana","perennial",1,5.678294,NA,NA,0.000162
"Parrya simulatrix","no_life_form_on_database",NA,NA,NA,NA,NA
"Parrya stenocarpa","perennial",1,5.695246,NA,NA,0.000162
"Parrya stenophylla","no_life_form_on_database",1,5.658611,NA,NA,0.000162
"Parrya subsiliquosa","perennial",NA,NA,NA,NA,NA
"Parrya tianschanica","perennial",NA,NA,NA,NA,NA
"Parrya turkestanica","perennial",1,5.657913,NA,NA,0.000162
"Parrya villosula","no_life_form_on_database",NA,NA,NA,NA,NA
"Pseudoclausia gracillima","no_life_form_on_database",NA,NA,NA,NA,NA
"Pseudoclausia hispida","annual",NA,NA,NA,NA,NA
"Pseudoclausia mollissima","annual",NA,NA,NA,NA,NA
"Pseudoclausia olgae","annual",NA,NA,NA,NA,NA
"Pseudoclausia sarawschanica","annual",NA,NA,NA,NA,NA
"Pseudoclausia turkestanica","no_life_form_on_database",NA,NA,NA,NA,NA
