"waiting_times","alpha","sigma.sq","theta","tip_state"
68.5038093537705,0.00316519430371258,2.63559141399296e-05,5.61634716445725,"annual"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
71.26842255729,0.00316519430371258,2.63557809296456e-05,5.61634716445725,"annual"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
71.26842255729,0.00316519430371258,2.63557809296456e-05,5.61634716445725,"annual"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
73.9187597728069,0.00316519430371258,4.68351766946652e-05,9.40136049274065,"perennial"
71.26842255729,0.00316519430371258,2.63557809296456e-05,5.61634716445725,"annual"
71.26842255729,0.00316519430371258,2.63557809296456e-05,5.61634716445725,"annual"
71.26842255729,0.00316519430371258,2.63557809296456e-05,5.61634716445725,"annual"
